year,age,population
2022,0,343000
2022,1,343000
2022,2,343000
2022,3,343000
2022,4,343000
2022,5,333800
2022,6,333800
2022,7,333800
2022,8,333800
2022,9,333800
2022,10,324800
2022,11,324800
2022,12,324800
2022,13,324800
2022,14,324800
2022,15,337600
2022,16,337600
2022,17,337600
2022,18,337600
2022,19,337600
2022,20,376200
2022,21,376200
2022,22,376200
2022,23,376200
2022,24,376200
2022,25,398200
2022,26,398200
2022,27,398200
2022,28,398200
2022,29,398200
2022,30,386400
2022,31,386400
2022,32,386400
2022,33,386400
2022,34,386400
2022,35,360400
2022,36,360400
2022,37,360400
2022,38,360400
2022,39,360400
2022,40,328400
2022,41,328400
2022,42,328400
2022,43,328400
2022,44,328400
2022,45,365200
2022,46,365200
2022,47,365200
2022,48,365200
2022,49,365200
2022,50,441800
2022,51,441800
2022,52,441800
2022,53,441800
2022,54,441800
2022,55,366200
2022,56,366200
2022,57,366200
2022,58,366200
2022,59,366200
2022,60,293400
2022,61,293400
2022,62,293400
2022,63,293400
2022,64,293400
2022,65,203200
2022,66,203200
2022,67,203200
2022,68,203200
2022,69,203200
2022,70,150600
2022,71,150600
2022,72,150600
2022,73,150600
2022,74,150600
2022,75,134400
2022,76,134400
2022,77,134400
2022,78,134400
2022,79,134400
2022,80,83000
2022,81,83000
2022,82,83000
2022,83,83000
2022,84,83000
2022,85,31400
2022,86,31400
2022,87,31400
2022,88,31400
2022,89,31400
2022,90,6800
2022,91,6800
2022,92,6800
2022,93,6800
2022,94,6800
2022,95,1000
2022,96,1000
2022,97,1000
2022,98,1000
2022,99,1000
2023,0,342200
2023,1,342200
2023,2,342200
2023,3,342200
2023,4,342200
2023,5,336400
2023,6,336400
2023,7,336400
2023,8,336400
2023,9,336400
2023,10,324200
2023,11,324200
2023,12,324200
2023,13,324200
2023,14,324200
2023,15,332200
2023,16,332200
2023,17,332200
2023,18,332200
2023,19,332200
2023,20,368600
2023,21,368600
2023,22,368600
2023,23,368600
2023,24,368600
2023,25,395000
2023,26,395000
2023,27,395000
2023,28,395000
2023,29,395000
2023,30,390800
2023,31,390800
2023,32,390800
2023,33,390800
2023,34,390800
2023,35,364200
2023,36,364200
2023,37,364200
2023,38,364200
2023,39,364200
2023,40,335000
2023,41,335000
2023,42,335000
2023,43,335000
2023,44,335000
2023,45,341600
2023,46,341600
2023,47,341600
2023,48,341600
2023,49,341600
2023,50,437400
2023,51,437400
2023,52,437400
2023,53,437400
2023,54,437400
2023,55,385400
2023,56,385400
2023,57,385400
2023,58,385400
2023,59,385400
2023,60,295200
2023,61,295200
2023,62,295200
2023,63,295200
2023,64,295200
2023,65,230600
2023,66,230600
2023,67,230600
2023,68,230600
2023,69,230600
2023,70,142800
2023,71,142800
2023,72,142800
2023,73,142800
2023,74,142800
2023,75,135000
2023,76,135000
2023,77,135000
2023,78,135000
2023,79,135000
2023,80,84400
2023,81,84400
2023,82,84400
2023,83,84400
2023,84,84400
2023,85,34200
2023,86,34200
2023,87,34200
2023,88,34200
2023,89,34200
2023,90,7400
2023,91,7400
2023,92,7400
2023,93,7400
2023,94,7400
2023,95,1000
2023,96,1000
2023,97,1000
2023,98,1000
2023,99,1000
2024,0,341000
2024,1,341000
2024,2,341000
2024,3,341000
2024,4,341000
2024,5,338600
2024,6,338600
2024,7,338600
2024,8,338600
2024,9,338600
2024,10,324800
2024,11,324800
2024,12,324800
2024,13,324800
2024,14,324800
2024,15,328200
2024,16,328200
2024,17,328200
2024,18,328200
2024,19,328200
2024,20,360000
2024,21,360000
2024,22,360000
2024,23,360000
2024,24,360000
2024,25,391400
2024,26,391400
2024,27,391400
2024,28,391400
2024,29,391400
2024,30,394600
2024,31,394600
2024,32,394600
2024,33,394600
2024,34,394600
2024,35,368200
2024,36,368200
2024,37,368200
2024,38,368200
2024,39,368200
2024,40,341200
2024,41,341200
2024,42,341200
2024,43,341200
2024,44,341200
2024,45,328000
2024,46,328000
2024,47,328000
2024,48,328000
2024,49,328000
2024,50,423800
2024,51,423800
2024,52,423800
2024,53,423800
2024,54,423800
2024,55,400400
2024,56,400400
2024,57,400400
2024,58,400400
2024,59,400400
2024,60,302600
2024,61,302600
2024,62,302600
2024,63,302600
2024,64,302600
2024,65,248800
2024,66,248800
2024,67,248800
2024,68,248800
2024,69,248800
2024,70,142200
2024,71,142200
2024,72,142200
2024,73,142200
2024,74,142200
2024,75,134600
2024,76,134600
2024,77,134600
2024,78,134600
2024,79,134600
2024,80,85400
2024,81,85400
2024,82,85400
2024,83,85400
2024,84,85400
2024,85,36600
2024,86,36600
2024,87,36600
2024,88,36600
2024,89,36600
2024,90,8200
2024,91,8200
2024,92,8200
2024,93,8200
2024,94,8200
2024,95,1200
2024,96,1200
2024,97,1200
2024,98,1200
2024,99,1200
2025,0,338600
2025,1,338600
2025,2,338600
2025,3,338600
2025,4,338600
2025,5,340200
2025,6,340200
2025,7,340200
2025,8,340200
2025,9,340200
2025,10,327200
2025,11,327200
2025,12,327200
2025,13,327200
2025,14,327200
2025,15,325800
2025,16,325800
2025,17,325800
2025,18,325800
2025,19,325800
2025,20,349800
2025,21,349800
2025,22,349800
2025,23,349800
2025,24,349800
2025,25,386200
2025,26,386200
2025,27,386200
2025,28,386200
2025,29,386200
2025,30,396800
2025,31,396800
2025,32,396800
2025,33,396800
2025,34,396800
2025,35,372800
2025,36,372800
2025,37,372800
2025,38,372800
2025,39,372800
2025,40,347400
2025,41,347400
2025,42,347400
2025,43,347400
2025,44,347400
2025,45,320200
2025,46,320200
2025,47,320200
2025,48,320200
2025,49,320200
2025,50,405600
2025,51,405600
2025,52,405600
2025,53,405600
2025,54,405600
2025,55,414600
2025,56,414600
2025,57,414600
2025,58,414600
2025,59,414600
2025,60,314000
2025,61,314000
2025,62,314000
2025,63,314000
2025,64,314000
2025,65,259400
2025,66,259400
2025,67,259400
2025,68,259400
2025,69,259400
2025,70,146200
2025,71,146200
2025,72,146200
2025,73,146200
2025,74,146200
2025,75,135000
2025,76,135000
2025,77,135000
2025,78,135000
2025,79,135000
2025,80,86400
2025,81,86400
2025,82,86400
2025,83,86400
2025,84,86400
2025,85,38800
2025,86,38800
2025,87,38800
2025,88,38800
2025,89,38800
2025,90,8800
2025,91,8800
2025,92,8800
2025,93,8800
2025,94,8800
2025,95,1200
2025,96,1200
2025,97,1200
2025,98,1200
2025,99,1200
2026,0,335400
2026,1,335400
2026,2,335400
2026,3,335400
2026,4,335400
2026,5,341200
2026,6,341200
2026,7,341200
2026,8,341200
2026,9,341200
2026,10,330000
2026,11,330000
2026,12,330000
2026,13,330000
2026,14,330000
2026,15,324200
2026,16,324200
2026,17,324200
2026,18,324200
2026,19,324200
2026,20,340400
2026,21,340400
2026,22,340400
2026,23,340400
2026,24,340400
2026,25,380000
2026,26,380000
2026,27,380000
2026,28,380000
2026,29,380000
2026,30,397000
2026,31,397000
2026,32,397000
2026,33,397000
2026,34,397000
2026,35,378000
2026,36,378000
2026,37,378000
2026,38,378000
2026,39,378000
2026,40,352200
2026,41,352200
2026,42,352200
2026,43,352200
2026,44,352200
2026,45,318800
2026,46,318800
2026,47,318800
2026,48,318800
2026,49,318800
2026,50,383600
2026,51,383600
2026,52,383600
2026,53,383600
2026,54,383600
2026,55,424200
2026,56,424200
2026,57,424200
2026,58,424200
2026,59,424200
2026,60,328800
2026,61,328800
2026,62,328800
2026,63,328800
2026,64,328800
2026,65,267400
2026,66,267400
2026,67,267400
2026,68,267400
2026,69,267400
2026,70,157000
2026,71,157000
2026,72,157000
2026,73,157000
2026,74,157000
2026,75,129200
2026,76,129200
2026,77,129200
2026,78,129200
2026,79,129200
2026,80,87600
2026,81,87600
2026,82,87600
2026,83,87600
2026,84,87600
2026,85,40200
2026,86,40200
2026,87,40200
2026,88,40200
2026,89,40200
2026,90,9800
2026,91,9800
2026,92,9800
2026,93,9800
2026,94,9800
2026,95,1200
2026,96,1200
2026,97,1200
2026,98,1200
2026,99,1200
2027,0,331000
2027,1,331000
2027,2,331000
2027,3,331000
2027,4,331000
2027,5,341400
2027,6,341400
2027,7,341400
2027,8,341400
2027,9,341400
2027,10,332600
2027,11,332600
2027,12,332600
2027,13,332600
2027,14,332600
2027,15,323000
2027,16,323000
2027,17,323000
2027,18,323000
2027,19,323000
2027,20,332800
2027,21,332800
2027,22,332800
2027,23,332800
2027,24,332800
2027,25,372800
2027,26,372800
2027,27,372800
2027,28,372800
2027,29,372800
2027,30,395400
2027,31,395400
2027,32,395400
2027,33,395400
2027,34,395400
2027,35,383200
2027,36,383200
2027,37,383200
2027,38,383200
2027,39,383200
2027,40,356400
2027,41,356400
2027,42,356400
2027,43,356400
2027,44,356400
2027,45,323800
2027,46,323800
2027,47,323800
2027,48,323800
2027,49,323800
2027,50,357000
2027,51,357000
2027,52,357000
2027,53,357000
2027,54,357000
2027,55,427600
2027,56,427600
2027,57,427600
2027,58,427600
2027,59,427600
2027,60,349400
2027,61,349400
2027,62,349400
2027,63,349400
2027,64,349400
2027,65,270800
2027,66,270800
2027,67,270800
2027,68,270800
2027,69,270800
2027,70,178600
2027,71,178600
2027,72,178600
2027,73,178600
2027,74,178600
2027,75,118400
2027,76,118400
2027,77,118400
2027,78,118400
2027,79,118400
2027,80,88800
2027,81,88800
2027,82,88800
2027,83,88800
2027,84,88800
2027,85,41600
2027,86,41600
2027,87,41600
2027,88,41600
2027,89,41600
2027,90,11000
2027,91,11000
2027,92,11000
2027,93,11000
2027,94,11000
2027,95,1400
2027,96,1400
2027,97,1400
2027,98,1400
2027,99,1400
2028,0,326000
2028,1,326000
2028,2,326000
2028,3,326000
2028,4,326000
2028,5,340600
2028,6,340600
2028,7,340600
2028,8,340600
2028,9,340600
2028,10,335200
2028,11,335200
2028,12,335200
2028,13,335200
2028,14,335200
2028,15,322400
2028,16,322400
2028,17,322400
2028,18,322400
2028,19,322400
2028,20,326800
2028,21,326800
2028,22,326800
2028,23,326800
2028,24,326800
2028,25,365200
2028,26,365200
2028,27,365200
2028,28,365200
2028,29,365200
2028,30,392800
2028,31,392800
2028,32,392800
2028,33,392800
2028,34,392800
2028,35,388000
2028,36,388000
2028,37,388000
2028,38,388000
2028,39,388000
2028,40,360400
2028,41,360400
2028,42,360400
2028,43,360400
2028,44,360400
2028,45,330000
2028,46,330000
2028,47,330000
2028,48,330000
2028,49,330000
2028,50,334200
2028,51,334200
2028,52,334200
2028,53,334200
2028,54,334200
2028,55,423200
2028,56,423200
2028,57,423200
2028,58,423200
2028,59,423200
2028,60,367800
2028,61,367800
2028,62,367800
2028,63,367800
2028,64,367800
2028,65,272600
2028,66,272600
2028,67,272600
2028,68,272600
2028,69,272600
2028,70,202600
2028,71,202600
2028,72,202600
2028,73,202600
2028,74,202600
2028,75,112600
2028,76,112600
2028,77,112600
2028,78,112600
2028,79,112600
2028,80,89600
2028,81,89600
2028,82,89600
2028,83,89600
2028,84,89600
2028,85,42600
2028,86,42600
2028,87,42600
2028,88,42600
2028,89,42600
2028,90,11800
2028,91,11800
2028,92,11800
2028,93,11800
2028,94,11800
2028,95,1400
2028,96,1400
2028,97,1400
2028,98,1400
2028,99,1400
2029,0,320000
2029,1,320000
2029,2,320000
2029,3,320000
2029,4,320000
2029,5,339200
2029,6,339200
2029,7,339200
2029,8,339200
2029,9,339200
2029,10,337400
2029,11,337400
2029,12,337400
2029,13,337400
2029,14,337400
2029,15,322800
2029,16,322800
2029,17,322800
2029,18,322800
2029,19,322800
2029,20,322800
2029,21,322800
2029,22,322800
2029,23,322800
2029,24,322800
2029,25,356200
2029,26,356200
2029,27,356200
2029,28,356200
2029,29,356200
2029,30,389200
2029,31,389200
2029,32,389200
2029,33,389200
2029,34,389200
2029,35,391800
2029,36,391800
2029,37,391800
2029,38,391800
2029,39,391800
2029,40,364400
2029,41,364400
2029,42,364400
2029,43,364400
2029,44,364400
2029,45,336400
2029,46,336400
2029,47,336400
2029,48,336400
2029,49,336400
2029,50,321000
2029,51,321000
2029,52,321000
2029,53,321000
2029,54,321000
2029,55,410600
2029,56,410600
2029,57,410600
2029,58,410600
2029,59,410600
2029,60,382200
2029,61,382200
2029,62,382200
2029,63,382200
2029,64,382200
2029,65,279800
2029,66,279800
2029,67,279800
2029,68,279800
2029,69,279800
2029,70,218600
2029,71,218600
2029,72,218600
2029,73,218600
2029,74,218600
2029,75,112800
2029,76,112800
2029,77,112800
2029,78,112800
2029,79,112800
2029,80,89400
2029,81,89400
2029,82,89400
2029,83,89400
2029,84,89400
2029,85,43200
2029,86,43200
2029,87,43200
2029,88,43200
2029,89,43200
2029,90,12800
2029,91,12800
2029,92,12800
2029,93,12800
2029,94,12800
2029,95,1600
2029,96,1600
2029,97,1600
2029,98,1600
2029,99,1600
2029,100,200
2029,101,200
2029,102,200
2029,103,200
2029,104,200
2030,0,313400
2030,1,313400
2030,2,313400
2030,3,313400
2030,4,313400
2030,5,337000
2030,6,337000
2030,7,337000
2030,8,337000
2030,9,337000
2030,10,339000
2030,11,339000
2030,12,339000
2030,13,339000
2030,14,339000
2030,15,325200
2030,16,325200
2030,17,325200
2030,18,325200
2030,19,325200
2030,20,320200
2030,21,320200
2030,22,320200
2030,23,320200
2030,24,320200
2030,25,346200
2030,26,346200
2030,27,346200
2030,28,346200
2030,29,346200
2030,30,384400
2030,31,384400
2030,32,384400
2030,33,384400
2030,34,384400
2030,35,394000
2030,36,394000
2030,37,394000
2030,38,394000
2030,39,394000
2030,40,369000
2030,41,369000
2030,42,369000
2030,43,369000
2030,44,369000
2030,45,342600
2030,46,342600
2030,47,342600
2030,48,342600
2030,49,342600
2030,50,313400
2030,51,313400
2030,52,313400
2030,53,313400
2030,54,313400
2030,55,393000
2030,56,393000
2030,57,393000
2030,58,393000
2030,59,393000
2030,60,395600
2030,61,395600
2030,62,395600
2030,63,395600
2030,64,395600
2030,65,290600
2030,66,290600
2030,67,290600
2030,68,290600
2030,69,290600
2030,70,227800
2030,71,227800
2030,72,227800
2030,73,227800
2030,74,227800
2030,75,116600
2030,76,116600
2030,77,116600
2030,78,116600
2030,79,116600
2030,80,89800
2030,81,89800
2030,82,89800
2030,83,89800
2030,84,89800
2030,85,43800
2030,86,43800
2030,87,43800
2030,88,43800
2030,89,43800
2030,90,13400
2030,91,13400
2030,92,13400
2030,93,13400
2030,94,13400
2030,95,2000
2030,96,2000
2030,97,2000
2030,98,2000
2030,99,2000
2030,100,200
2030,101,200
2030,102,200
2030,103,200
2030,104,200
2031,0,306800
2031,1,306800
2031,2,306800
2031,3,306800
2031,4,306800
2031,5,333800
2031,6,333800
2031,7,333800
2031,8,333800
2031,9,333800
2031,10,340200
2031,11,340200
2031,12,340200
2031,13,340200
2031,14,340200
2031,15,328200
2031,16,328200
2031,17,328200
2031,18,328200
2031,19,328200
2031,20,318800
2031,21,318800
2031,22,318800
2031,23,318800
2031,24,318800
2031,25,336800
2031,26,336800
2031,27,336800
2031,28,336800
2031,29,336800
2031,30,378000
2031,31,378000
2031,32,378000
2031,33,378000
2031,34,378000
2031,35,394200
2031,36,394200
2031,37,394200
2031,38,394200
2031,39,394200
2031,40,374000
2031,41,374000
2031,42,374000
2031,43,374000
2031,44,374000
2031,45,347600
2031,46,347600
2031,47,347600
2031,48,347600
2031,49,347600
2031,50,312200
2031,51,312200
2031,52,312200
2031,53,312200
2031,54,312200
2031,55,371800
2031,56,371800
2031,57,371800
2031,58,371800
2031,59,371800
2031,60,405000
2031,61,405000
2031,62,405000
2031,63,405000
2031,64,405000
2031,65,304600
2031,66,304600
2031,67,304600
2031,68,304600
2031,69,304600
2031,70,235000
2031,71,235000
2031,72,235000
2031,73,235000
2031,74,235000
2031,75,126000
2031,76,126000
2031,77,126000
2031,78,126000
2031,79,126000
2031,80,86200
2031,81,86200
2031,82,86200
2031,83,86200
2031,84,86200
2031,85,44800
2031,86,44800
2031,87,44800
2031,88,44800
2031,89,44800
2031,90,14000
2031,91,14000
2031,92,14000
2031,93,14000
2031,94,14000
2031,95,2000
2031,96,2000
2031,97,2000
2031,98,2000
2031,99,2000
2031,100,200
2031,101,200
2031,102,200
2031,103,200
2031,104,200
2032,0,300200
2032,1,300200
2032,2,300200
2032,3,300200
2032,4,300200
2032,5,329400
2032,6,329400
2032,7,329400
2032,8,329400
2032,9,329400
2032,10,340400
2032,11,340400
2032,12,340400
2032,13,340400
2032,14,340400
2032,15,330800
2032,16,330800
2032,17,330800
2032,18,330800
2032,19,330800
2032,20,317600
2032,21,317600
2032,22,317600
2032,23,317600
2032,24,317600
2032,25,329200
2032,26,329200
2032,27,329200
2032,28,329200
2032,29,329200
2032,30,371000
2032,31,371000
2032,32,371000
2032,33,371000
2032,34,371000
2032,35,392800
2032,36,392800
2032,37,392800
2032,38,392800
2032,39,392800
2032,40,379400
2032,41,379400
2032,42,379400
2032,43,379400
2032,44,379400
2032,45,351400
2032,46,351400
2032,47,351400
2032,48,351400
2032,49,351400
2032,50,317000
2032,51,317000
2032,52,317000
2032,53,317000
2032,54,317000
2032,55,346200
2032,56,346200
2032,57,346200
2032,58,346200
2032,59,346200
2032,60,408400
2032,61,408400
2032,62,408400
2032,63,408400
2032,64,408400
2032,65,323800
2032,66,323800
2032,67,323800
2032,68,323800
2032,69,323800
2032,70,238400
2032,71,238400
2032,72,238400
2032,73,238400
2032,74,238400
2032,75,143400
2032,76,143400
2032,77,143400
2032,78,143400
2032,79,143400
2032,80,78800
2032,81,78800
2032,82,78800
2032,83,78800
2032,84,78800
2032,85,45600
2032,86,45600
2032,87,45600
2032,88,45600
2032,89,45600
2032,90,14400
2032,91,14400
2032,92,14400
2032,93,14400
2032,94,14400
2032,95,2200
2032,96,2200
2032,97,2200
2032,98,2200
2032,99,2200
2032,100,200
2032,101,200
2032,102,200
2032,103,200
2032,104,200
2033,0,293600
2033,1,293600
2033,2,293600
2033,3,293600
2033,4,293600
2033,5,324400
2033,6,324400
2033,7,324400
2033,8,324400
2033,9,324400
2033,10,339600
2033,11,339600
2033,12,339600
2033,13,339600
2033,14,339600
2033,15,333400
2033,16,333400
2033,17,333400
2033,18,333400
2033,19,333400
2033,20,317000
2033,21,317000
2033,22,317000
2033,23,317000
2033,24,317000
2033,25,323600
2033,26,323600
2033,27,323600
2033,28,323600
2033,29,323600
2033,30,363200
2033,31,363200
2033,32,363200
2033,33,363200
2033,34,363200
2033,35,390000
2033,36,390000
2033,37,390000
2033,38,390000
2033,39,390000
2033,40,384200
2033,41,384200
2033,42,384200
2033,43,384200
2033,44,384200
2033,45,355400
2033,46,355400
2033,47,355400
2033,48,355400
2033,49,355400
2033,50,323200
2033,51,323200
2033,52,323200
2033,53,323200
2033,54,323200
2033,55,324000
2033,56,324000
2033,57,324000
2033,58,324000
2033,59,324000
2033,60,404400
2033,61,404400
2033,62,404400
2033,63,404400
2033,64,404400
2033,65,341200
2033,66,341200
2033,67,341200
2033,68,341200
2033,69,341200
2033,70,240200
2033,71,240200
2033,72,240200
2033,73,240200
2033,74,240200
2033,75,162800
2033,76,162800
2033,77,162800
2033,78,162800
2033,79,162800
2033,80,75000
2033,81,75000
2033,82,75000
2033,83,75000
2033,84,75000
2033,85,46000
2033,86,46000
2033,87,46000
2033,88,46000
2033,89,46000
2033,90,14800
2033,91,14800
2033,92,14800
2033,93,14800
2033,94,14800
2033,95,2600
2033,96,2600
2033,97,2600
2033,98,2600
2033,99,2600
2033,100,200
2033,101,200
2033,102,200
2033,103,200
2033,104,200
2034,0,287000
2034,1,287000
2034,2,287000
2034,3,287000
2034,4,287000
2034,5,318600
2034,6,318600
2034,7,318600
2034,8,318600
2034,9,318600
2034,10,338200
2034,11,338200
2034,12,338200
2034,13,338200
2034,14,338200
2034,15,335400
2034,16,335400
2034,17,335400
2034,18,335400
2034,19,335400
2034,20,317600
2034,21,317600
2034,22,317600
2034,23,317600
2034,24,317600
2034,25,319200
2034,26,319200
2034,27,319200
2034,28,319200
2034,29,319200
2034,30,354600
2034,31,354600
2034,32,354600
2034,33,354600
2034,34,354600
2034,35,386800
2034,36,386800
2034,37,386800
2034,38,386800
2034,39,386800
2034,40,388000
2034,41,388000
2034,42,388000
2034,43,388000
2034,44,388000
2034,45,359400
2034,46,359400
2034,47,359400
2034,48,359400
2034,49,359400
2034,50,329600
2034,51,329600
2034,52,329600
2034,53,329600
